twinType,twinId,executionId,timestamp,xPos,yPos,angle,speed,isMoving,distance,bump,light,action,processingQueue
PT,NXJCarPT,1627484055,16274847352,-0.00326628,0.00479519,0,31.28,FALSE,40,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847357,0.27630113,-0.00120589,0,31.28,TRUE,43,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847367,0.55362172,0.00256402,0,31.28,TRUE,46,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847380,0.83552231,0.00258137,0,31.28,TRUE,49,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847388,1.11030933,0.00287106,0,31.28,TRUE,52,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847398,1.38853669,-0.00170668,0,31.28,TRUE,55,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847408,1.66956220,-0.00421755,0,31.28,TRUE,58,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847421,1.94298926,0.00438052,0,31.28,TRUE,61,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847431,2.22258738,-0.00042789,0,31.28,TRUE,64,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847443,2.49751239,-0.00309569,0,31.28,TRUE,67,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847448,2.77759816,0.00125179,0,31.28,TRUE,70,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847461,3.05683473,0.00141857,0,31.28,TRUE,73,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847471,3.33485155,-0.00449551,0,31.28,TRUE,76,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847482,3.60999955,0.00332542,0,31.28,TRUE,79,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847487,3.88910546,-0.00231810,0,31.28,TRUE,82,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847498,4.17060248,-0.00286424,0,31.28,TRUE,85,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847512,4.44992612,0.00414085,0,31.28,TRUE,88,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847518,4.72115476,-0.00234778,0,31.28,TRUE,91,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847527,5.00718674,-0.00322924,0,31.28,TRUE,94,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847538,5.28080974,-0.00119360,0,31.28,TRUE,97,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847548,5.55586853,0.00209801,0,31.28,TRUE,100,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847562,5.83708125,0.00310885,0,31.28,TRUE,103,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847569,6.11974155,0.00424346,0,31.28,TRUE,106,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847582,6.39080929,-0.00154987,0,31.28,TRUE,109,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847590,6.67541064,0.00456417,0,31.28,TRUE,112,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847599,6.94762797,0.00152199,0,31.28,TRUE,115,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847611,7.22571092,0.00474104,0,31.28,TRUE,118,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847621,7.50435225,0.00326226,0,31.28,TRUE,121,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847627,7.78758445,-0.00099889,0,31.28,TRUE,124,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847641,8.06097181,0.00147561,0,31.28,TRUE,127,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847653,8.34382760,0.00111096,0,31.28,TRUE,130,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847663,8.61692551,-0.00318899,0,31.28,TRUE,133,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847669,8.89883748,0.00267819,0,31.28,TRUE,136,FALSE,45,#Forward,FALSE
PT,NXJCarPT,1627484055,16274847680,9.17778881,-0.00159293,0,31.28,TRUE,139,FALSE,45,#Forward,FALSE
