twinType,twinId,executionId,timestamp,xPos,yPos,angle,speed,isMoving,distance,bump,light,action,processingQueue
PT,XXXCarPT,1627484055,16274847350,5.0015,5.0033,0,31.28,FALSE,37,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847360,5.4052,5.0036,0,31.28,TRUE,40,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847370,5.8085,4.9987,0,31.28,TRUE,43,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847380,6.2166,4.9982,0,31.28,TRUE,46,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847390,6.6154,4.9996,0,31.28,TRUE,49,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847400,7.0147,4.9963,0,31.28,TRUE,52,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847410,7.4213,5.0021,0,31.28,TRUE,55,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847420,7.8192,4.9997,0,31.28,TRUE,58,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847430,8.2306,4.9965,0,31.28,TRUE,61,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847440,8.6321,5.0009,0,31.28,TRUE,64,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847450,9.0305,4.9967,0,31.28,TRUE,67,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847460,9.4337,5.0003,0,31.28,TRUE,70,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847470,9.8365,4.9973,0,31.28,TRUE,73,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847480,10.2420,5.0032,0,31.28,TRUE,76,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847490,10.6411,5.0013,0,31.28,TRUE,79,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847500,11.0447,4.9955,0,31.28,TRUE,82,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847510,11.4506,5.0045,0,31.28,TRUE,85,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847520,11.8567,4.9960,0,31.28,TRUE,88,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847530,12.2523,4.9986,0,31.28,TRUE,91,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847540,12.6563,5.0032,0,31.28,TRUE,94,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847550,13.0664,5.0024,0,31.28,TRUE,97,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847560,13.4621,4.9988,0,31.28,TRUE,100,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847570,13.8697,5.0044,0,31.28,TRUE,103,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847580,14.2685,4.9996,0,31.28,TRUE,106,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847590,14.6736,5.0007,0,31.28,TRUE,109,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847600,15.0734,4.9970,0,31.28,TRUE,112,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847610,15.2340,5.0012,0,31.28,TRUE,115,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847620,15.3871,4.9996,0,31.28,TRUE,118,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847630,15.5386,4.9998,0,31.28,TRUE,121,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847640,15.6925,4.9985,0,31.28,TRUE,124,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847650,15.8423,5.0030,0,31.28,TRUE,127,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847660,15.9923,4.9957,0,31.28,TRUE,130,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847670,16.1501,4.9976,0,31.28,TRUE,133,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847680,16.2997,5.0026,0,31.28,TRUE,136,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847690,16.4582,4.9996,0,31.28,TRUE,139,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847700,16.6124,4.9978,0,31.28,TRUE,142,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847710,16.7639,5.0049,0,31.28,TRUE,145,FALSE,45,#Forward,FALSE
PT,XXXCarPT,1627484055,16274847720,16.9106,4.9957,0,31.28,TRUE,148,FALSE,45,#Forward,FALSE
