twinType,twinId,executionId,timestamp,xPos,yPos,angle,speed,isMoving,distance,bump,light,action,processingQueue
DT,XXXCar,1627484055,16274847350,5,5,0,31.28,FALSE,37,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847360,5.278,5,0,31.28,TRUE,40,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847370,5.556,5,0,31.28,TRUE,43,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847380,5.834,5,0,31.28,TRUE,46,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847390,6.112,5,0,31.28,TRUE,49,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847400,6.39,5,0,31.28,TRUE,52,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847410,6.668,5,0,31.28,TRUE,55,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847420,6.946,5,0,31.28,TRUE,58,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847430,7.224,5,0,31.28,TRUE,61,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847440,7.502,5,0,31.28,TRUE,64,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847450,7.78,5,0,31.28,TRUE,67,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847460,8.058,5,0,31.28,TRUE,70,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847470,8.336,5,0,31.28,TRUE,73,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847480,8.614,5,0,31.28,TRUE,76,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847490,8.892,5,0,31.28,TRUE,79,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847500,9.17,5,0,31.28,TRUE,82,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847510,9.448,5,0,31.28,TRUE,85,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847520,9.726,5,0,31.28,TRUE,88,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847530,10.004,5,0,31.28,TRUE,91,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847540,10.282,5,0,31.28,TRUE,94,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847550,10.56,5,0,31.28,TRUE,97,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847560,10.838,5,0,31.28,TRUE,100,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847570,11.116,5,0,31.28,TRUE,103,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847580,11.394,5,0,31.28,TRUE,106,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847590,11.672,5,0,31.28,TRUE,109,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847600,11.95,5,0,31.28,TRUE,112,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847610,12.228,5,0,31.28,TRUE,115,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847620,12.506,5,0,31.28,TRUE,118,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847630,12.784,5,0,31.28,TRUE,121,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847640,13.062,5,0,31.28,TRUE,124,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847650,13.34,5,0,31.28,TRUE,127,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847660,13.618,5,0,31.28,TRUE,130,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847670,13.896,5,0,31.28,TRUE,133,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847680,14.174,5,0,31.28,TRUE,136,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847690,14.452,5,0,31.28,TRUE,139,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847700,14.73,5,0,31.28,TRUE,142,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847710,15.008,5,0,31.28,TRUE,145,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847720,15.286,5,0,31.28,TRUE,148,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847730,15.564,5,0,31.28,TRUE,151,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847740,15.842,5,0,31.28,TRUE,154,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847750,16.12,5,0,31.28,TRUE,157,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847760,16.398,5,0,31.28,TRUE,160,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847770,16.676,5,0,31.28,TRUE,163,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847780,16.954,5,0,31.28,TRUE,166,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847790,17.232,5,0,31.28,TRUE,169,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847800,17.51,5,0,31.28,TRUE,172,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847810,17.788,5,0,31.28,TRUE,175,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847820,18.066,5,0,31.28,TRUE,178,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847830,18.344,5,0,31.28,TRUE,181,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847840,18.622,5,0,31.28,TRUE,184,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847850,18.9,5,0,31.28,FALSE,187,FALSE,45,#Rotate,FALSE
DT,XXXCar,1627484055,16274847860,18.9,5,0.52,31.28,FALSE,187,FALSE,45,#Rotate,FALSE
DT,XXXCar,1627484055,16274847870,18.9,5,1.05,31.28,FALSE,187,FALSE,45,#Rotate,FALSE
DT,XXXCar,1627484055,16274847880,18.9,5,1.57,31.28,FALSE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847890,18.9,5.278,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847900,18.9,5.556,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847910,18.9,5.834,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847920,18.9,6.112,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847930,18.9,6.39,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847940,18.9,6.668,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847950,18.9,6.946,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847960,18.9,7.224,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847970,18.9,7.502,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847980,18.9,7.78,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
DT,XXXCar,1627484055,16274847990,18.9,8.058,1.57,31.28,TRUE,187,FALSE,45,#Forward,FALSE
