twinType,twinId,executionId,timestamp,xPos,yPos,angle,speed,isMoving,distance,bump,light,action,processingQueue
PT,SSSCar,1627484055,16274847352,2.99445235,2.996476375,0,62.56,FALSE,35,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847359,3.550380427,2.993262425,0,62.56,TRUE,41,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847368,4.116709397,3.001165945,0,62.56,TRUE,47,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847380,4.668639031,3.001236366,0,62.56,TRUE,53,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847391,5.229404214,2.997942319,0,62.56,TRUE,59,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847402,5.783062711,3.003374754,0,62.56,TRUE,65,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847410,6.332712553,2.995015047,0,62.56,TRUE,71,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847420,6.89830656,3.003078695,0,62.56,TRUE,77,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847428,7.452488636,3.006426776,0,62.56,TRUE,83,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847440,8.003230839,3.007041062,0,62.56,TRUE,89,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847448,8.552824185,2.999432207,0,62.56,TRUE,95,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847460,9.118089778,3.004391713,0,62.56,TRUE,101,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847468,9.676334832,3.005487681,0,62.56,TRUE,107,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847482,10.23531422,2.998323824,0,62.56,TRUE,113,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847489,10.7884068,2.994844131,0,62.56,TRUE,119,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847501,11.34207774,2.993369753,0,62.56,TRUE,125,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847510,11.90340576,3.006018114,0,62.56,TRUE,131,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847519,12.45224405,2.99288647,0,62.56,TRUE,137,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847528,13.013213,3.00518626,0,62.56,TRUE,143,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847541,13.56318358,3.000110425,0,62.56,TRUE,149,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847549,14.12630874,2.997017812,0,62.56,TRUE,155,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847560,14.67105364,2.996895537,0,62.56,TRUE,161,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847570,15.23347598,3.002447273,0,62.56,TRUE,167,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847580,15.78217593,3.005486164,0,62.56,TRUE,173,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847588,16.33691586,2.993573218,0,62.56,TRUE,179,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847600,16.90157065,3.001664027,0,62.56,FALSE,185,FALSE,45,#Rotate,FALSE
PT,SSSCar,1627484055,16274847609,16.90157065,3.001664027,1.05,62.56,FALSE,185,FALSE,45,#Rotate,FALSE
PT,SSSCar,1627484055,16274847622,16.90157065,3.001664027,1.57,62.56,FALSE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847631,16.904112,3.562045547,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847640,16.89374651,4.109653384,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847648,16.9019061,4.663859963,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847658,16.89952872,5.228968734,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847669,16.90454206,5.782332554,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847678,16.90380766,6.33090362,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847692,16.89987449,6.890919571,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847702,16.90429683,7.453705038,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
PT,SSSCar,1627484055,16274847712,16.89725138,7.999904665,1.57,62.56,TRUE,185,FALSE,45,#Forward,FALSE
